hotel_name,hotel_cityname,hotel_countryname,hotel_starrating,hotel_price,hotel_amenities,hotel_description
Rivera Sarovar Portico Ahmedabad,Ahmedabad,India,4.0,"2,350","Doctor on Call,Free Parking,Restaurant","This 3 Star Hotel in Ahmedabad is located in Near Nehru Bridge . Full Address of property is Bhavans College Road, Sabarmati Riverfront, Ahmedabad (View On Map). This Hotel have 4 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.2 /5 for Child friendliness & 4.2 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Parking & Restaurant ."
Antra Hospitality Service - Bodakdev,Ahmedabad,India,3.5,"1,073","Kitchenette,Caretaker,Living Room","Location of the Apartment is Bodakdev View On Map ( 7, Somil Bangulow, Opp. Akash Neem Bungalow, Bodakdev, Ahmedabad ). Top Facilities of this Apartment are Kitchenette & Caretaker & Living Room ."
Fairfield by Marriott Ahmedabad,Ahmedabad,India,4.0,"2,829","Doctor on Call,Free Wi-Fi,Free Parking","This 4 Star Hotel in Ahmedabad is located in Usmanpura . Full Address of property is Ashram Road, Ahmedabad, Gujarat 380013 (View On Map). This Hotel have 4 Out of 5 Rating where 4.2 /5 for Cleanliness & 4.5 /5 for Location & 4.5 /5 for Safety . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
"Pride Plaza Hotel, Ahmedabad",Ahmedabad,India,4.2,"3,256","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Bodakdev View On Map ( Judges Bungalow Road, Off S.G. Road, Ahmedabad, India ). It’s a 5 Star Hotel with overall Rating 4.2 Out of 5 where 4 /5 for Cleanliness & 5 /5 for Security & 4.6 /5 for Safety . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Comfort Inn Sunset,Ahmedabad,India,4.0,"2,350","Doctor on Call,Free Airport Transfer,Free Wi-Fi","This 3 Star Hotel in Ahmedabad is located in Near Ahmedabad Airport . Full Address of property is Airport Circle, Nr. SVP International Airport, Hansol, Airport Road, (View On Map). This Hotel have 4 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.6 /5 for Location & 4.1 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Airport Transfer & Free Wi-Fi ."
Pristine Residency,Ahmedabad,India,4.0,"2,256","Free Airport Transfer,Free Wi-Fi,Restaurant","Location of the Hotel is Near Ahmedabad Airport View On Map ( Next to S.V.P International Airport,Airport Road,Ahmedabad ). It’s a 3 Star Hotel with overall Rating 4 Out of 5 where 4.2 /5 for Cleanliness & 4.5 /5 for Location & 4.4 /5 for Hospitality . Top Facilities of this Hotel are Free Airport Transfer & Free Wi-Fi & Restaurant ."
The Ummed Ahmedabad Aiport,Ahmedabad,India,4.2,"3,502","Doctor on Call,Childcare Services,Restaurant","This 5 Star Hotel in Ahmedabad is located in Near Ahmedabad Airport . Full Address of property is Airport Circle, Ahmedabad,Gujarat. (View On Map). This Hotel have 4.2 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.5 /5 for Location & 4.3 /5 for Hospitality . Key amenities of this property are Doctor on Call & Childcare Services & Restaurant ."
Binori A Boutique Hotel,Ahmedabad,India,4.3,"2,978","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Sarkhej Gandhinagar highway View On Map ( BINORI A BOUTIQUE HOTEL, NEAR ZYDUS HOSPITAL, S.G HIGHWAY, THALTEJ, AHMEDABAD. ). It’s a 4 Star Hotel with overall Rating 4.3 Out of 5 where 4.4 /5 for Cleanliness & 4.8 /5 for Safety & 4.7 /5 for Facilities . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
Urbane The Hotel,Ahmedabad,India,4.1,"1,287","Doctor on Call,Free Wi-Fi,Free Parking","This 3 Star Hotel in Ahmedabad is located in Near Nehru Bridge . Full Address of property is Opp. Nagari eye hospital,Near Gujarat College,Ellis bridge (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.3 /5 for Location & 4.3 /5 for Room . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Ginger Ahmedabad Vastrapur,Ahmedabad,India,3.9,"1,523","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Thaltej View On Map ( Behind Himalaya Mall,Drive-In road ). It’s a 3 Star Hotel with overall Rating 3.9 Out of 5 where 4 /5 for Cleanliness & 4.2 /5 for Safety & 4.1 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
Hotel Ashray Inn Express,Ahmedabad,India,3.9,"1,404","Doctor on Call,Free Airport Transfer,Free Wi-Fi","This 2 Star Hotel in Ahmedabad is located in Near Ahmedabad Airport . Full Address of property is Near Indira Bridge Circle, Airport Rd - Hansol, Ahmedabad-382475 Gujarat,India. (View On Map). This Hotel have 3.9 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.1 /5 for Location & 3.9 /5 for Security . Key amenities of this property are Doctor on Call & Free Airport Transfer & Free Wi-Fi ."
Tulip Inn Hotel Ahmedabad,Ahmedabad,India,3.3,"1,763","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Sarkhej Gandhinagar highway View On Map ( Near Sola Overbridge, Nxt. to Mercedes Showroom, S G Road ). It’s a 3 Star Hotel with overall Rating 3.3 Out of 5 where 3.8 /5 for Location & 3.7 /5 for Safety & 3.5 /5 for Cleanliness . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Treatotel,Ahmedabad,India,3.7,"1,970","Doctor on Call,Free Wi-Fi,Free Parking","This 3 Star Hotel in Ahmedabad is located in Memnagar . Full Address of property is 1, LK Society, Next to Sterling Hospital,Memnagar, Ahmedabad (View On Map). This Hotel have 3.7 Out of 5 Rating where 4 /5 for Cleanliness & 4.3 /5 for Safety & 4.1 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel Golden Plaza,Ahmedabad,India,3.3,996,"Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Near Nehru Bridge View On Map ( Opp Town Hall, Nr. Karnavati Hospital, Ellisbridge, Ahmedabad - 380006 ). Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
The Peerless Inn,Kolkata,India,3.9,"3,753","Doctor on Call,Restaurant,","This 4 Star Hotel in Kolkata is located in Esplanade . Full Address of property is 12, J. L. Nehru Road, Kolkata (View On Map). This Hotel have 3.9 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.7 /5 for Security & 4.7 /5 for Safety . Key amenities of this property are Doctor on Call & Restaurant & Airport Transfers ."
Monotel Luxury Business Hotel,Kolkata,India,4.0,"1,981","Free Parking,Conference Room,24-hour Room Service","Location of the Hotel is Salt Lake City View On Map ( DM 2 Sec 5 Salt Lake ,Kolkata ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.3 /5 for Cleanliness & 5 /5 for Safety & 4.5 /5 for Location . Top Facilities of this Hotel are Free Parking & Conference Room & 24-hour Room Service ."
"Zone By The Park, Kolkata",Kolkata,India,4.4,"1,843","Doctor on Call,Childcare Services,Free Wi-Fi","This 5 Star Hotel in Kolkata is located in Newtown . Full Address of property is Biswa Bangla Convention Centre, Action Area 1, Newtown, Kolkata 700156 (View On Map). This Hotel have 4.4 Out of 5 Rating where 4.4 /5 for Cleanliness & 4.4 /5 for Safety & 4.4 /5 for Room . Key amenities of this property are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Park Kolkata,Kolkata,India,3.9,"5,446","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Esplanade View On Map ( 17 Park Street, Kolkata ). It’s a 5 Star Hotel with overall Rating 3.9 Out of 5 where 4.1 /5 for Cleanliness & 4.6 /5 for Location & 4.5 /5 for Safety . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
Ethnotel,Kolkata,India,4.0,"2,285","Free Wi-Fi,Free Parking,Restaurant","This 3 Star Hotel in Kolkata is located in Dum Dum . Full Address of property is 71/1 Jessore Road, Airport 2.5 No. Gate. (View On Map). This Hotel have 4 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.3 /5 for Location & 4.3 /5 for Safety . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant ."
Golden Tulip,Kolkata,India,4.1,"2,374","Doctor on Call,Free Parking,Restaurant","Location of the Hotel is Salt Lake City View On Map ( DD-19, SECTOR-1, SALT LAKE CITY Near CITY CENTER 1 MALL OPP.: TANTUJA BHAVAN ). It’s a 4 Star Hotel with overall Rating 4.1 Out of 5 where 4.2 /5 for Cleanliness & 4.3 /5 for Hospitality & 4.3 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Parking & Restaurant ."
Himalayan Inn- Welcome Inn,Kolkata,India,3.5,"1,004","Doctor on Call,Kitchenette,Caretaker","Full Address of property is Mahisbathan, Mahisbathan, Sector 5, Salt Lake City, Beside Salt Lake New Town Bridge, Kolkata, West Bengal, 700102 (View On Map). This Apartment have 3.5 Out of 5 Rating where 4 /5 for Security & 3.7 /5 for Location & 3.6 /5 for Value for Money . Key amenities of this property are Doctor on Call & Kitchenette & Caretaker ."
LYNQ-CICO - Hotel,Kolkata,India,4.1,"1,702","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Alipore View On Map ( Alipore Hub, 14 A Burdwan Road, Alipore ). It’s a 3 Star Hotel with overall Rating 4.1 Out of 5 where 3.9 /5 for Cleanliness & 5 /5 for Safety & 4.3 /5 for Security . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel Aauris,Kolkata,India,4.2,"2,820","Doctor on Call,Free Wi-Fi,Free Parking","This 4 Star Hotel in Kolkata is located in Park Street Area . Full Address of property is 4, Robinson Street, Kolkata - 700 017, India. (View On Map). This Hotel have 4.2 Out of 5 Rating where 4.3 /5 for Cleanliness & 5 /5 for Security & 5 /5 for Safety . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Himalayan Inn Guest House,Kolkata,India,3.5,819,"Kitchenette,Caretaker,Living Room","Location of the Apartment is Salt Lake City View On Map ( MB-698, Mahisbathan, Mahisbathan, Sector 5, Salt Lake City, Beside Salt Lake New Town Bridge, Kolkata, West Bengal, 700102 ). Top Facilities of this Apartment are Kitchenette & Caretaker & Living Room ."
THE MAUREEN KOLKATA,Kolkata,India,4.2,"1,457","Free Wi-Fi,Restaurant,Room Service","This 3 Star Hotel in Kolkata is located in Baguiati . Full Address of property is 22/23,kaji Nazrul Islam Avenue, VIP Road, Kol -700 059 Oppo. to VIP Big Bazaar ,Baguiati. (View On Map). This Hotel have 4.2 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.5 /5 for Safety & 4.1 /5 for Location . Key amenities of this property are Free Wi-Fi & Restaurant & Room Service ."
The Samilton,Kolkata,India,4.2,"1,914","Free Wi-Fi,Free Parking,Restaurant","Location of the Hotel is Bhowanipore View On Map ( 35 A Sarat Bose Road, Near Minto park ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4 /5 for Cleanliness & 5 /5 for Safety & 4.3 /5 for Location . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant ."
Hotel Senses,Kolkata,India,4.1,"2,400","Free Wi-Fi,Free Parking,Restaurant","This 4 Star Hotel in Kolkata is located in Salt Lake City . Full Address of property is DN-26, Sector -5, Salt Lake (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.1 /5 for Food & 4.1 /5 for Location . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant ."
SIAMTON INN,Kolkata,India,4.1,"1,981","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Park Street Area View On Map ( 56, Park St, Mullick Bazar, Park Street area, Kolkata ). It’s a 4 Star Hotel with overall Rating 4.1 Out of 5 where 4.2 /5 for Cleanliness & 5 /5 for Security & 4.7 /5 for Safety . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel Gateway Continental,Kolkata,India,3.9,"1,771","Doctor on Call,Free Wi-Fi,Restaurant","This 3 Star Hotel in Kolkata is located in Dum Dum . Full Address of property is #1 Airport Gate at VIP Road and Jesore Road crossing, Kolkata - 700028 (View On Map). This Hotel have 3.9 Out of 5 Rating where 4 /5 for Cleanliness & 4.2 /5 for Hospitality & 4.2 /5 for Location . Key amenities of this property are Doctor on Call & Free Wi-Fi & Restaurant ."
Stay Cool Service Apartment,Kolkata,India,5.0,"2,419","Kitchenette,Caretaker,Living Room","Location of the Apartment is Kalighat View On Map ( 53B, Second Floor, Satish Mukherjee Road, Rashbehari, Near Kalighat Park, Kolkata, West Bengal, 700026 ). Top Facilities of this Apartment are Kitchenette & Caretaker & Living Room ."
The Senator,Kolkata,India,4.3,"1,849","Doctor on Call,Free Parking,Restaurant","This 3 Star Hotel in Kolkata is located in Elgin . Full Address of property is 15, Camac Street, Kolkata, West Bengal 700017 (View On Map). This Hotel have 4.3 Out of 5 Rating where 4.2 /5 for Cleanliness & 4.7 /5 for Safety & 4.5 /5 for Location . Key amenities of this property are Doctor on Call & Free Parking & Restaurant ."
The Lalit Great Eastern Kolkata,Kolkata,India,4.5,"6,300","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Esplanade View On Map ( 1,2, 3, Old Court House Street,Dalhousie Square ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.6 /5 for Cleanliness & 4.5 /5 for Hospitality & 4.5 /5 for Room . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Fern Residency,Kolkata,India,3.9,"2,202","Doctor on Call,Free Parking,Restaurant","This 3 Star Hotel in Kolkata is located in Sukanta Pally . Full Address of property is 204, Main Arterial Road, Noapara Rajarhat, New town, Opp- City Centre II, Very Near to Airport (View On Map). This Hotel have 3.9 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.3 /5 for Location & 3.9 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Parking & Restaurant ."
Pipal Tree Hotel,Kolkata,India,4.2,"2,254","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Rajarhat View On Map ( AS/464, Hatiara,Major Arterial Road,New Town,Near City Center 2 ). It’s a 4 Star Hotel with overall Rating 4.2 Out of 5 where 4.3 /5 for Cleanliness & 5 /5 for Security & 4.5 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Park Regis Kris Kin Hotel,Dubai,united_arab_emirates,4.5,"3,438","Doctor on Call,Bar,","This 5 Star Hotel in Dubai is located in Bur Dubai . Full Address of property is Sheikh Khalifa Bin Zayed St. Opp Burjuman Centre, Bur Dubai, Dubai, United Arab Emirates (View On Map). This Hotel have 4.5 Out of 5 Rating where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Bar & Cafe ."
Gevora Hotel - World's Tallest Hotel,Dubai,united_arab_emirates,4.0,"3,044",",,Doctor on Call","Location of the Hotel is Sheikh Zayed Road View On Map ( Sheikh Zayed Road Trade Centre Area,Next to Al Attar Tower, Dubai, United Arab Emirates ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Thermal Screening & Sanitizers Installed & Doctor on Call ."
Majestic City Retreat Hotel ( Formerly Majestic Hotel Tower),Dubai,united_arab_emirates,4.0,"2,248",",Doctor on Call,Kids Play Area","This 4 Star Hotel in Dubai is located in Bur Dubai . Full Address of property is Mankhool Road Bur Dubai, Dubai, 122235, United Arab Emirates (View On Map). This Hotel have 4 Out of 5 Rating where 4 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Doctor on Call & Kids Play Area ."
Emirates Grand Hotel - Near Burj Khalifa,Dubai,united_arab_emirates,4.0,"5,970",",,Doctor on Call",Location of the Hotel is Sheikh Zayed Road View On Map ( P. O Box 116957 Sheikh Zayed Road Dubai United Arab Emirates ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Thermal Screening & Sanitizers Installed & Doctor on Call .
Stella Di Mare Dubai Marina,Dubai,united_arab_emirates,4.5,"2,531",",,","This 5 Star Hotel in Dubai is located in Sheikh Zayed Road . Full Address of property is Al Mattla'ee Street Dubai Marina, Dubai Marina, Dubai, United Arab Emirates (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Thermal Screening & Sanitizers Installed & Staff Hygiene ."
"Sheraton Grand Hotel, Dubai",Dubai,united_arab_emirates,4.5,"6,137",",,Bar","Location of the Hotel is Sheikh Zayed Road View On Map ( 3 Sheikh Zayed Road, Dubai, United Arab Emirates ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Sanitizers Installed & Staff Hygiene & Bar ."
"Omega Hotel, Bur Dubai",Dubai,united_arab_emirates,4.0,"2,869",",,Conference Room",This 4 Star Hotel in Dubai is located in Bur Dubai . Full Address of property is 17 19dStreet - Dubai (View On Map). This Hotel have 4 Out of 5 Rating where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Cafe & Conference Room .
Palazzo Versace Dubai,Dubai,united_arab_emirates,4.5,"10,590",",,",Location of the Hotel is Bur Dubai View On Map ( Jaddaf Waterfront ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Thermal Screening & Sanitizers Installed & Staff Hygiene .
Millennium Plaza Hotel Dubai,Dubai,united_arab_emirates,4.5,"3,639",",,",This 5 Star Hotel in Dubai is located in Sheikh Zayed Road . Full Address of property is Sheikh Zayed Road - Dubai - United Arab Emirates (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Thermal Screening & Sanitizers Installed & Staff Hygiene .
